"id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa","prediction_prob","prediction_class"
31298,"Acer","25/02/2011 12:53","Medio (4 - 8 mts)",130,"Grande",-68.8484646315,-32.8649752902,6,"Residencial Norte",2694682.37982,0,0.641223505837843,1
28991,"Pltano","25/04/2011 08:58","Alto (> 8 mts)",200,"Grande",-68.8460240129,-32.8870869432,1,"Parque Central",1655357.93265,0,0.957751562120393,1
45727,"Morera","24/08/2011 11:39","Medio (4 - 8 mts)",176,"Grande",-68.8216389822,-32.8687972071,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.0642321223858744,0
16109,"Morera","15/07/2011 10:25","Alto (> 8 mts)",92,"Grande",-68.8451467446,-32.8723280809,6,"Residencial Norte",2694682.37982,0,0.0960854813456535,0
25503,"Olmo bola","07/02/2011 12:22","Alto (> 8 mts)",112,"Grande",-68.8410109548,-32.9014075972,2,"Barrio Civico",2366816.36021,0,0.173667934956029,0
44795,"Fresno europeo","23/08/2011 09:31","Alto (> 8 mts)",175,"Grande",-68.824263431,-32.8691979374,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.440461188787594,0
31846,"Pltano","30/06/2011 10:02","Alto (> 8 mts)",180,"Grande",-68.86154984,-32.8898685608,5,"Residencial Sur",2423808.92355,0,0.401713725412264,0
5498,"Paraiso sombrilla","08/04/2011 12:27","Medio (4 - 8 mts)",190,"Grande",-68.843713341,-32.8805283339,1,"Parque Central",1655357.93265,1,0.894811305915937,1
34948,"Morera","04/04/2011 12:08","Alto (> 8 mts)",130,"Grande",-68.8571998575,-32.8795047551,7,"Residencial Parque",1786336.08966,1,0.074343562591821,0
25629,"Paraiso","15/02/2011 15:31","Alto (> 8 mts)",104,"Grande",-68.8378144823,-32.901131452,2,"Barrio Civico",2366816.36021,0,0.326389343710616,0
1915,"Paraiso","18/11/2011 11:53","Medio (4 - 8 mts)",35,"Mediano",-68.8597482882,-32.871631256,6,"Residencial Norte",2694682.37982,0,0.682678545825183,1
10600,"Morera","31/03/2011 10:09","Alto (> 8 mts)",90,"Grande",-68.8495275213,-32.8765320124,6,"Residencial Norte",2694682.37982,1,0.0417398489080369,0
38243,"Paraiso","18/01/2012 10:40","Alto (> 8 mts)",160,"Grande",-68.8471749346,-32.8729903448,6,"Residencial Norte",2694682.37982,0,0.830682008294389,1
27287,"Prunas","31/10/2011 09:05","Medio (4 - 8 mts)",15,"Chico",-68.8343508128,-32.8891417298,3,"Parque O'Higgins",1531146.02653,0,0.0160062783397734,0
28579,"Morera","22/02/2011 09:56","Bajo (2 - 4 mts)",11,"Chico",-68.8487313267,-32.8902359865,5,"Residencial Sur",2423808.92355,0,0.0378891902510077,0
39595,"Pltano","25/10/2010 10:06","Alto (> 8 mts)",180,"Grande",-68.8475517248,-32.8687901712,6,"Residencial Norte",2694682.37982,0,0.499219220830128,0
32952,"Morera","23/05/2011 10:42","Alto (> 8 mts)",170,"Grande",-68.8500229572,-32.8885712195,5,"Residencial Sur",2423808.92355,0,0.0904833115637302,0
18794,"Paraiso","07/07/2011 10:32","Alto (> 8 mts)",166,"Grande",-68.8374823183,-32.8729502653,4,"Cuarta Oeste",1173332.70145,0,0.752579399617389,1
24873,"Pltano","16/02/2011 13:42","Alto (> 8 mts)",280,"Grande",-68.8393398973,-32.896490258,2,"Barrio Civico",2366816.36021,0,0.142332411371171,0
24754,"Morera","15/02/2011 12:59","Medio (4 - 8 mts)",56,"Mediano",-68.8397833276,-32.8961484072,2,"Barrio Civico",2366816.36021,0,0.270504537969828,0
34777,"Morera","30/03/2011 09:53","Alto (> 8 mts)",125,"Grande",-68.8513391707,-32.8791060571,6,"Residencial Norte",2694682.37982,1,0.363486080430448,0
9601,"Fresno europeo","28/01/2011 09:43","Alto (> 8 mts)",140,"Grande",-68.8505812854,-32.8636701254,6,"Residencial Norte",2694682.37982,0,0.43013100605458,0
37962,"Acer","27/08/2010 10:57","Alto (> 8 mts)",174,"Grande",-68.8476540533,-32.8742661589,6,"Residencial Norte",2694682.37982,0,0.542496075155213,1
26174,"Acacia SP","20/10/2011 10:30","Medio (4 - 8 mts)",90,"Grande",-68.8326502529,-32.8879564464,3,"Parque O'Higgins",1531146.02653,1,0.405129523947835,0
140,"Fresno europeo","29/02/2012 09:51","Bajo (2 - 4 mts)",36,"Mediano",-68.8581197222,-32.8640958771,6,"Residencial Norte",2694682.37982,0,0.080921416869387,0
42622,"Fresno europeo","28/09/2011 09:18","Muy bajo (1 - 2 mts)",8,"Chico",-68.8279441821,-32.8764375437,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.691349463770166,1
21112,"Morera","21/06/2011 10:08","Alto (> 8 mts)",135,"Grande",-68.8633838111,-32.8992665426,5,"Residencial Sur",2423808.92355,1,0.0388422966934741,0
21639,"Fresno europeo","10/06/2011 09:00","Alto (> 8 mts)",81,"Grande",-68.8545312219,-32.8965875376,5,"Residencial Sur",2423808.92355,0,0.224447394488379,0
45454,"Fresno europeo","16/09/2011 11:18","Alto (> 8 mts)",95,"Grande",-68.8223857705,-32.8713064009,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.077522239414975,0
3377,"Fresno americano","28/09/2011 12:08","Medio (4 - 8 mts)",70,"Grande",-68.8293941327,-32.8756540268,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.123698367970064,0
31950,"Morera","02/06/2011 13:38","Medio (4 - 8 mts)",120,"Grande",-68.860664679,-32.8842271321,5,"Residencial Sur",2423808.92355,0,0.495530952932313,0
7856,"Fresno europeo","02/06/2011 13:53","Medio (4 - 8 mts)",66,"Grande",-68.8603643584,-32.8844469932,5,"Residencial Sur",2423808.92355,0,0.824167184764519,1
3495,"Paraiso","19/08/2011 10:26","Medio (4 - 8 mts)",120,"Grande",-68.8240945459,-32.8676308629,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.123008059803396,0
47342,"Pltano","21/09/2011 10:27","Alto (> 8 mts)",120,"Grande",-68.8320480513,-32.8742945455,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.763802146073431,1
10573,"Olmo bola","28/03/2011 10:06","Bajo (2 - 4 mts)",6,"Chico",-68.8536681221,-32.8764497455,6,"Residencial Norte",2694682.37982,0,0.021091737318784,0
29683,"Pltano","02/03/2011 19:08","Alto (> 8 mts)",106,"Grande",-68.8404529599,-32.8942798358,2,"Barrio Civico",2366816.36021,0,0.179371231468394,0
5836,"Paraiso","03/05/2011 11:20","Medio (4 - 8 mts)",70,"Grande",-68.8434463169,-32.8736142966,1,"Parque Central",1655357.93265,1,0.853707552887499,1
42798,"Fresno europeo","04/10/2011 13:34","Medio (4 - 8 mts)",60,"Mediano",-68.8320495251,-32.8776588447,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.00386794563382864,0
24770,"Pltano","15/02/2011 12:15","Alto (> 8 mts)",254,"Grande",-68.8405912462,-32.8956600499,2,"Barrio Civico",2366816.36021,0,0.527072311844677,1
9456,"Jacarand","11/02/2011 13:16","Medio (4 - 8 mts)",45,"Mediano",-68.857146219,-32.8651611323,6,"Residencial Norte",2694682.37982,0,0.071761735714972,0
43893,"Pltano","11/10/2011 09:33","Alto (> 8 mts)",210,"Grande",-68.8327484706,-32.8837445043,3,"Parque O'Higgins",1531146.02653,0,0.637833722634241,1
45962,"Morera","25/08/2011 10:55","Alto (> 8 mts)",137,"Grande",-68.8183755094,-32.8695427373,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.697762341005728,1
45647,"Morera","21/09/2011 13:05","Alto (> 8 mts)",112,"Grande",-68.8214268491,-32.8721903682,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.581349335843697,1
26091,"Morera","04/11/2011 16:36","Medio (4 - 8 mts)",130,"Grande",-68.8327390638,-32.8871023025,3,"Parque O'Higgins",1531146.02653,0,0.648975657997653,1
36600,"Pltano","15/06/2011 15:18","Medio (4 - 8 mts)",130,"Grande",-68.8569651634,-32.8821175033,7,"Residencial Parque",1786336.08966,0,0.801490548532456,1
34998,"Fresno europeo","31/03/2011 10:37","Medio (4 - 8 mts)",55,"Mediano",-68.8552644397,-32.879604732,6,"Residencial Norte",2694682.37982,0,0.252022534608841,0
35306,"Morera","23/06/2011 16:00","Medio (4 - 8 mts)",110,"Grande",-68.8526360258,-32.8825941284,1,"Parque Central",1655357.93265,0,0.454367882339284,0
46761,"Morera","05/09/2011 11:02","Alto (> 8 mts)",193,"Grande",-68.8333360978,-32.8703955405,4,"Cuarta Oeste",1173332.70145,0,0.0292246453464031,0
48225,"Morera","02/09/2011 14:00","Alto (> 8 mts)",132,"Grande",-68.8300407379,-32.8708547578,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.254786317935213,0
7814,"Jacarand","11/05/2011 10:22","Muy bajo (1 - 2 mts)",8,"Chico",-68.8581127115,-32.8849946411,5,"Residencial Sur",2423808.92355,0,0.217252812813967,0
39334,"Paraiso","30/12/2010 10:33","Alto (> 8 mts)",170,"Grande",-68.8565511496,-32.871583985,6,"Residencial Norte",2694682.37982,0,0.670588253298774,1
30273,"Pltano","04/03/2011 13:04","Alto (> 8 mts)",164,"Grande",-68.8417099066,-32.8895187209,3,"Parque O'Higgins",1531146.02653,0,0.163228182587773,0
35515,"Morera","17/06/2011 13:17","Medio (4 - 8 mts)",110,"Grande",-68.8560774204,-32.8833253844,5,"Residencial Sur",2423808.92355,0,0.936134363757446,1
34944,"Fresno europeo","04/04/2011 12:16","Alto (> 8 mts)",70,"Grande",-68.857059614,-32.8792651051,7,"Residencial Parque",1786336.08966,0,0.340317721711472,0
12176,"Morera","19/01/2011 12:26","Alto (> 8 mts)",183,"Grande",-68.8474300016,-32.8681428531,6,"Residencial Norte",2694682.37982,0,0.355865659657866,0
9816,"Prunas","12/01/2011 09:50","Muy bajo (1 - 2 mts)",6,"Chico",-68.8453815623,-32.8638252197,4,"Cuarta Oeste",1173332.70145,0,0.384924128185958,0
22987,"Morera","02/06/2011 11:08","Alto (> 8 mts)",132,"Grande",-68.856483107,-32.9004329892,5,"Residencial Sur",2423808.92355,1,0.0405152980238199,0
32000,"Morera","03/06/2011 11:28","Alto (> 8 mts)",133,"Grande",-68.8588297455,-32.8871540418,5,"Residencial Sur",2423808.92355,0,0.619048913009465,1
43839,"Morera","07/10/2011 09:52","Medio (4 - 8 mts)",86,"Grande",-68.8306037374,-32.8849523198,3,"Parque O'Higgins",1531146.02653,0,0.733124430757016,1
18575,"Morera","07/07/2011 10:08","Alto (> 8 mts)",150,"Grande",-68.8364051228,-32.8737740011,4,"Cuarta Oeste",1173332.70145,0,0.626039763214067,1
3221,"Prunas","23/09/2011 09:05","Bajo (2 - 4 mts)",25,"Mediano",-68.8205770473,-32.8715435684,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.684334806865081,1
18820,"Morera","09/08/2011 11:54","Alto (> 8 mts)",124,"Grande",-68.8352295258,-32.8690928463,4,"Cuarta Oeste",1173332.70145,0,0.984478836413473,1
34161,"Morera","10/03/2011 12:57","Medio (4 - 8 mts)",60,"Mediano",-68.8568193316,-32.8730548655,6,"Residencial Norte",2694682.37982,0,0.548076615901664,1
26289,"Pltano","21/10/2011 10:13","Alto (> 8 mts)",160,"Grande",-68.8314583679,-32.8899488544,3,"Parque O'Higgins",1531146.02653,0,0.983267296571285,1
10183,"Morera","17/12/2010 11:17","Bajo (2 - 4 mts)",12,"Chico",-68.8523715563,-32.8705078814,6,"Residencial Norte",2694682.37982,0,0.78005647752434,1
3533,"Paraiso","07/09/2011 11:51","Alto (> 8 mts)",220,"Grande",-68.8335058275,-32.8686056085,4,"Cuarta Oeste",1173332.70145,0,0.630648406455293,1
43373,"Morera","25/10/2011 17:00","Muy bajo (1 - 2 mts)",8,"Chico",-68.8337429057,-32.8807395875,3,"Parque O'Higgins",1531146.02653,0,0.446082623442635,0
38545,"Morera","20/12/2010 10:46","Alto (> 8 mts)",250,"Grande",-68.8532798634,-32.8716794675,6,"Residencial Norte",2694682.37982,0,0.0311831983271986,0
12997,"Morera","15/02/2011 11:51","Muy bajo (1 - 2 mts)",6,"Chico",-68.8445328946,-32.8652107643,4,"Cuarta Oeste",1173332.70145,0,0.435627808095887,0
36181,"Pltano","31/03/2011 10:57","Alto (> 8 mts)",160,"Grande",-68.8562064451,-32.8772126845,6,"Residencial Norte",2694682.37982,0,0.977422968251631,1
22977,"Fresno europeo","02/06/2011 11:16","Alto (> 8 mts)",56,"Mediano",-68.856966932,-32.8999729827,5,"Residencial Sur",2423808.92355,0,0.251645980402827,0
9893,"Paraiso","14/02/2011 09:52","Alto (> 8 mts)",190,"Grande",-68.8569629355,-32.8647136216,6,"Residencial Norte",2694682.37982,0,0.765461582690477,1
42872,"Acacia SP","03/10/2011 10:47","Alto (> 8 mts)",110,"Grande",-68.8322825228,-32.8768869581,4,"Cuarta Este Área Fundacional",1822015.85685,1,0.836604426847771,1
33027,"Morera","19/05/2011 10:32","Alto (> 8 mts)",169,"Grande",-68.8513331843,-32.8873405714,5,"Residencial Sur",2423808.92355,0,0.394093518843874,0
40660,"Fresno europeo","13/04/2011 09:27","Medio (4 - 8 mts)",30,"Mediano",-68.8436538958,-32.8842479058,1,"Parque Central",1655357.93265,0,0.478433276293799,0
23195,"Paraiso","18/01/2011 12:42","Medio (4 - 8 mts)",120,"Grande",-68.8485047537,-32.9011030231,2,"Barrio Civico",2366816.36021,0,0.00678795459680259,0
28066,"Morera","21/02/2011 17:59","Alto (> 8 mts)",102,"Grande",-68.8502149671,-32.891334855,5,"Residencial Sur",2423808.92355,0,0.854168236488476,1
7490,"Morera","23/06/2011 10:43","Medio (4 - 8 mts)",90,"Grande",-68.863012729,-32.8999074946,5,"Residencial Sur",2423808.92355,0,0.945550495292991,1
37418,"Olmo bola","03/01/2011 12:54","Alto (> 8 mts)",165,"Grande",-68.8571357625,-32.8710973783,6,"Residencial Norte",2694682.37982,0,0.677289214218035,1
39264,"Paraiso","29/12/2010 10:06","Alto (> 8 mts)",160,"Grande",-68.8554342206,-32.8713975813,6,"Residencial Norte",2694682.37982,0,0.657432615291327,1
15973,"Perenne","15/08/2011 12:35","Bajo (2 - 4 mts)",60,"Mediano",-68.8436946874,-32.8727033571,4,"Cuarta Oeste",1173332.70145,0,0.644188106525689,1
12699,"Acacia visco","20/01/2011 09:44","Alto (> 8 mts)",80,"Grande",-68.8478075851,-32.8634336026,4,"Cuarta Oeste",1173332.70145,0,0.4294677474536,0
24830,"Morera","18/02/2011 09:48","Alto (> 8 mts)",210,"Grande",-68.8400046707,-32.8973359041,2,"Barrio Civico",2366816.36021,0,0.651230839081109,1
15192,"Paraiso","17/11/2011 13:26","Bajo (2 - 4 mts)",37,"Mediano",-68.8600704524,-32.8687051235,6,"Residencial Norte",2694682.37982,0,0.166137511143461,0
32199,"Fresno europeo","10/05/2011 11:07","Muy bajo (1 - 2 mts)",4,"Chico",-68.8589001449,-32.8850135938,5,"Residencial Sur",2423808.92355,0,0.770246494794264,1
332,"Caducifolio","07/03/2012 10:16","Muy bajo (1 - 2 mts)",4,"Chico",-68.8206314205,-32.8678089443,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.293984894175082,0
46311,"Morera","28/09/2011 08:15","Alto (> 8 mts)",138,"Grande",-68.8245261909,-32.8734427956,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.410121290478855,0
20693,"Paraiso","31/05/2011 12:01","Alto (> 8 mts)",115,"Grande",-68.8614777696,-32.8980220332,5,"Residencial Sur",2423808.92355,1,0.465327554382384,0
47791,"Morera","23/09/2011 12:43","Alto (> 8 mts)",150,"Grande",-68.8276476155,-32.8740062395,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.471060995943844,0
38995,"Paraiso sombrilla","27/12/2010 13:09","Medio (4 - 8 mts)",50,"Mediano",-68.8548754919,-32.8705755755,6,"Residencial Norte",2694682.37982,0,0.860790940234438,1
13308,"Paraiso","25/02/2011 09:19","Alto (> 8 mts)",140,"Grande",-68.8476837756,-32.8655275311,6,"Residencial Norte",2694682.37982,0,0.0741310664452612,0
11547,"Morera","23/02/2011 10:10","Medio (4 - 8 mts)",70,"Grande",-68.8538658899,-32.8657543479,6,"Residencial Norte",2694682.37982,0,0.823843185091391,1
2168,"Morera","08/11/2011 17:00","Bajo (2 - 4 mts)",30,"Mediano",-68.831384623,-32.8867588201,3,"Parque O'Higgins",1531146.02653,1,0.552463150117546,1
44340,"Pltano","18/10/2011 11:27","Alto (> 8 mts)",190,"Grande",-68.835362316,-32.8830652453,3,"Parque O'Higgins",1531146.02653,0,0.240291397087276,0
20843,"Morera","27/05/2011 09:44","Medio (4 - 8 mts)",64,"Grande",-68.8596671316,-32.8948419056,5,"Residencial Sur",2423808.92355,0,0.697994640795514,1
18251,"Ligustro","28/07/2011 13:57","Medio (4 - 8 mts)",35,"Mediano",-68.8395030987,-32.8679153158,4,"Cuarta Oeste",1173332.70145,0,0.257683306699619,0
33122,"Fresno europeo","27/06/2011 11:38","Alto (> 8 mts)",137,"Grande",-68.8540208072,-32.8902645852,5,"Residencial Sur",2423808.92355,0,0.357950220117345,0
43357,"Fresno europeo","25/10/2011 18:06","Medio (4 - 8 mts)",100,"Grande",-68.8330949423,-32.8800308957,3,"Parque O'Higgins",1531146.02653,0,0.943897860823199,1
19656,"Morera","13/07/2011 09:51","Alto (> 8 mts)",97,"Grande",-68.8353324501,-32.8704062094,4,"Cuarta Oeste",1173332.70145,1,0.704407123383135,1
4720,"Acer","27/07/2011 09:57","Muy bajo (1 - 2 mts)",20,"Chico",-68.8408584948,-32.8654164871,4,"Cuarta Oeste",1173332.70145,0,0.459157700883225,0
47103,"Pltano","23/09/2011 10:22","Alto (> 8 mts)",320,"Grande",-68.8347932241,-32.8735522301,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.492067959858105,0
34432,"Morera","09/03/2011 13:18","Alto (> 8 mts)",146,"Grande",-68.8507272663,-32.873805708,6,"Residencial Norte",2694682.37982,0,0.649645348545164,1
45389,"Paraiso","16/09/2011 09:22","Alto (> 8 mts)",300,"Grande",-68.8246931444,-32.8718187729,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.849822134943679,1
16000,"Morera","11/08/2011 09:22","Alto (> 8 mts)",132,"Grande",-68.8437667839,-32.8725557803,4,"Cuarta Oeste",1173332.70145,0,0.747581497067586,1
8459,"Morera","09/02/2011 14:56","Muy bajo (1 - 2 mts)",8,"Chico",-68.8358186919,-32.8979816147,2,"Barrio Civico",2366816.36021,0,0.470728846499696,0
1424,"Jacarand","22/11/2011 17:29","Medio (4 - 8 mts)",45,"Mediano",-68.8712731394,-32.8786310465,7,"Residencial Parque",1786336.08966,0,0.193198393564671,0
32201,"Fresno americano","10/05/2011 11:02","Bajo (2 - 4 mts)",80,"Grande",-68.8589163306,-32.8851851139,5,"Residencial Sur",2423808.92355,0,0.0541556873358786,0
48168,"Pltano","17/08/2011 09:54","Alto (> 8 mts)",165,"Grande",-68.829090474,-32.8682605612,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.651948499493301,1
41560,"Morera","06/05/2011 12:36","Bajo (2 - 4 mts)",52,"Mediano",-68.8412564109,-32.8796274629,1,"Parque Central",1655357.93265,0,0.865707554388791,1
5295,"Acer","28/04/2011 13:29","Medio (4 - 8 mts)",60,"Mediano",-68.8432413954,-32.8770377797,1,"Parque Central",1655357.93265,0,0.906241749413311,1
7709,"Paraiso","31/05/2011 09:16","Medio (4 - 8 mts)",110,"Grande",-68.8573589382,-32.8841293292,5,"Residencial Sur",2423808.92355,0,0.0867455264087766,0
34953,"Morera","04/04/2011 11:55","Alto (> 8 mts)",90,"Grande",-68.8573360563,-32.8798295913,7,"Residencial Parque",1786336.08966,1,0.82429789705202,1
28438,"Morera","28/02/2011 09:53","Alto (> 8 mts)",180,"Grande",-68.8461691124,-32.8895109126,2,"Barrio Civico",2366816.36021,1,0.735349917318672,1
10140,"Fresno europeo","28/12/2010 13:32","Muy bajo (1 - 2 mts)",10,"Chico",-68.8552880082,-32.8713109235,6,"Residencial Norte",2694682.37982,0,0.00289821485057473,0
32271,"Ailanthus","28/06/2011 10:43","Alto (> 8 mts)",115,"Grande",-68.850962846,-32.8918300143,5,"Residencial Sur",2423808.92355,0,0.754121460486203,1
1371,"Jacarand","29/11/2011 18:08","Bajo (2 - 4 mts)",38,"Mediano",-68.8780570874,-32.8646253965,8,"Aeroparque",2203364.73622,0,0.0031211047898978,0
31014,"Fresno europeo","10/02/2011 10:14","Medio (4 - 8 mts)",96,"Grande",-68.8556109694,-32.8641340917,6,"Residencial Norte",2694682.37982,0,0.875342763727531,1
24113,"Fresno europeo","11/01/2011 08:58","Alto (> 8 mts)",125,"Grande",-68.8468040455,-32.9024313042,2,"Barrio Civico",2366816.36021,0,0.833753610961139,1
5531,"Morera","07/04/2011 10:40","Medio (4 - 8 mts)",80,"Grande",-68.8421531365,-32.881230338,1,"Parque Central",1655357.93265,0,0.0711935877334327,0
2211,"Morera","28/10/2011 11:17","Medio (4 - 8 mts)",90,"Grande",-68.838274847,-32.8929080889,2,"Barrio Civico",2366816.36021,0,0.561579724308103,1
28634,"Acacia SP","23/02/2011 11:42","Bajo (2 - 4 mts)",20,"Chico",-68.8475147514,-32.8906010169,2,"Barrio Civico",2366816.36021,0,0.283496989868581,0
46486,"Fresno europeo","17/08/2011 13:24","Medio (4 - 8 mts)",70,"Grande",-68.8304116271,-32.8683779465,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.10588097712025,0
31323,"Acer","25/02/2011 12:27","Alto (> 8 mts)",140,"Grande",-68.8484628484,-32.8653314667,6,"Residencial Norte",2694682.37982,0,0.570481454720721,1
30327,"Fresno europeo","10/03/2011 12:55","Muy bajo (1 - 2 mts)",10,"Chico",-68.8412086802,-32.8914077187,2,"Barrio Civico",2366816.36021,0,0.210850961040705,0
20496,"Morera","01/06/2011 12:39","Alto (> 8 mts)",200,"Grande",-68.8603769704,-32.8980344902,5,"Residencial Sur",2423808.92355,0,0.549722032155842,1
42986,"Fresno europeo","07/10/2011 16:54","Bajo (2 - 4 mts)",60,"Mediano",-68.8339519042,-32.8776570673,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.892651272471994,1
22490,"Paraiso","23/06/2011 11:49","Alto (> 8 mts)",160,"Grande",-68.8621428029,-32.8981981767,5,"Residencial Sur",2423808.92355,0,0.946842511417344,1
13156,"Fresno europeo","18/02/2011 12:42","Medio (4 - 8 mts)",90,"Grande",-68.8466214926,-32.864908242,4,"Cuarta Oeste",1173332.70145,0,0.272488969611004,0
1664,"Paraiso","23/11/2011 08:21","Bajo (2 - 4 mts)",30,"Mediano",-68.871974455,-32.8785302987,7,"Residencial Parque",1786336.08966,0,0.610918515129015,1
12892,"Paraiso","18/01/2011 10:03","Alto (> 8 mts)",170,"Grande",-68.8456649664,-32.8634509053,4,"Cuarta Oeste",1173332.70145,0,0.0489479159004986,0
1586,"Acacia SP","30/11/2011 10:36","Bajo (2 - 4 mts)",50,"Mediano",-68.8725042227,-32.8757610897,7,"Residencial Parque",1786336.08966,0,0.565219812793657,1
23048,"Morera","14/06/2011 13:25","Alto (> 8 mts)",108,"Grande",-68.8617073772,-32.9021077048,5,"Residencial Sur",2423808.92355,0,0.355777123244479,0
9525,"Fresno europeo","04/02/2011 09:36","Muy bajo (1 - 2 mts)",5,"Chico",-68.8534441505,-32.8634237493,6,"Residencial Norte",2694682.37982,0,0.432690795278177,0
24512,"Morera","10/01/2011 10:33","Alto (> 8 mts)",141,"Grande",-68.8471743825,-32.903477594,2,"Barrio Civico",2366816.36021,0,0.385625907918438,0
23017,"Fresno europeo","17/06/2011 18:06","Medio (4 - 8 mts)",54,"Mediano",-68.8582819048,-32.9001268657,5,"Residencial Sur",2423808.92355,0,0.639288577018306,1
37271,"Paraiso","14/03/2011 13:05","Muy bajo (1 - 2 mts)",10,"Chico",-68.8577109457,-32.8730318978,6,"Residencial Norte",2694682.37982,0,0.0969593052286655,0
35949,"Morera","23/03/2011 10:01","Alto (> 8 mts)",160,"Grande",-68.8541928231,-32.8753766881,6,"Residencial Norte",2694682.37982,0,0.151009545195848,0
40831,"Pltano","26/04/2011 16:28","Alto (> 8 mts)",148,"Grande",-68.8398672774,-32.8838181121,1,"Parque Central",1655357.93265,0,0.563882903195918,1
31264,"Prunas","03/02/2011 13:29","Bajo (2 - 4 mts)",54,"Mediano",-68.8534995918,-32.8638043478,6,"Residencial Norte",2694682.37982,0,0.456949002575129,0
703,"Morera","09/08/2011 10:19","Alto (> 8 mts)",140,"Grande",-68.8337971817,-32.864775843,4,"Cuarta Oeste",1173332.70145,1,0.365400360664353,0
36381,"Fresno europeo","17/03/2011 09:52","Medio (4 - 8 mts)",76,"Grande",-68.8530885997,-32.878611916,6,"Residencial Norte",2694682.37982,0,0.304045946570113,0
33882,"Morera","14/07/2011 09:58","Alto (> 8 mts)",220,"Grande",-68.8533683542,-32.8851811877,5,"Residencial Sur",2423808.92355,0,0.626920364564285,1
38574,"Fresno europeo","22/12/2010 13:13","Medio (4 - 8 mts)",60,"Mediano",-68.8531199068,-32.870513479,6,"Residencial Norte",2694682.37982,0,0.67178045772016,1
45334,"Morera","16/09/2011 11:49","Medio (4 - 8 mts)",70,"Grande",-68.8246223245,-32.8725129778,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.943089683307335,1
1363,"Aguaribay","30/11/2011 11:03","Medio (4 - 8 mts)",126,"Grande",-68.8771437427,-32.8647724883,8,"Aeroparque",2203364.73622,0,0.797434492735192,1
25940,"Acer","16/02/2011 17:23","Bajo (2 - 4 mts)",32,"Mediano",-68.8377887646,-32.9031706088,2,"Barrio Civico",2366816.36021,0,0.416575234383345,0
36187,"Morera","31/03/2011 10:05","Alto (> 8 mts)",160,"Grande",-68.856459918,-32.8774736552,6,"Residencial Norte",2694682.37982,0,0.131875815335661,0
31519,"Fresno europeo","18/05/2011 12:21","Medio (4 - 8 mts)",100,"Grande",-68.8595286348,-32.8913766404,5,"Residencial Sur",2423808.92355,0,0.996887057786807,1
46281,"Morera","21/09/2011 09:41","Alto (> 8 mts)",150,"Grande",-68.823099887,-32.874245127,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.618548369035125,1
32303,"Pltano","29/06/2011 09:26","Medio (4 - 8 mts)",160,"Grande",-68.8526949311,-32.8914658897,5,"Residencial Sur",2423808.92355,0,0.294037450570613,0
47954,"Morera","02/09/2011 10:33","Medio (4 - 8 mts)",196,"Grande",-68.8264201037,-32.868456149,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.436107149580494,0
7720,"Paraiso sombrilla","31/05/2011 13:15","Bajo (2 - 4 mts)",100,"Grande",-68.8562887549,-32.8841671952,5,"Residencial Sur",2423808.92355,0,0.0763886456843466,0
11898,"Paraiso","03/03/2011 09:38","Alto (> 8 mts)",146,"Grande",-68.850899145,-32.8663535349,6,"Residencial Norte",2694682.37982,1,0.836815862683579,1
39245,"Morera","28/12/2010 09:48","Alto (> 8 mts)",90,"Grande",-68.8549930828,-32.8718275396,6,"Residencial Norte",2694682.37982,0,0.672370688291267,1
45218,"Olmo bola","28/09/2011 10:02","Medio (4 - 8 mts)",70,"Grande",-68.8222197069,-32.8722792044,4,"Cuarta Este Área Fundacional",1822015.85685,0,0.592937445966527,1
33872,"Acacia visco","13/05/2011 11:49","Medio (4 - 8 mts)",110,"Grande",-68.8550881415,-32.8861679998,5,"Residencial Sur",2423808.92355,0,0.210314477328211,0
35506,"Fresno europeo","06/04/2011 11:32","Muy bajo (1 - 2 mts)",12,"Chico",-68.8555113025,-32.8811858261,6,"Residencial Norte",2694682.37982,0,0.673068458680063,1
